"band","element_id","word"
"Pink Floyd",16,"speaking"
"Pink Floyd",17,"helicopters"
"Pink Floyd",18,"stand"
"Pink Floyd",18,"laddie"
"Pink Floyd",19,"grew"
"Pink Floyd",19,"school"
"Pink Floyd",19,"teachers"
"Pink Floyd",19,"hurt"
"Pink Floyd",19,"children"
"Pink Floyd",19,"pouring"
"Pink Floyd",19,"region"
"Pink Floyd",19,"exposing"
"Pink Floyd",19,"weakness"
"Pink Floyd",19,"carefully"
"Pink Floyd",19,"kids"
"Pink Floyd",20,"education"
"Pink Floyd",20,"control"
"Pink Floyd",20,"dark"
"Pink Floyd",20,"sarcasm"
"Pink Floyd",20,"classroom"
"Pink Floyd",20,"teachers"
"Pink Floyd",20,"leave"
"Pink Floyd",20,"kids"
"Pink Floyd",20,"hey"
"Pink Floyd",20,"teacher"
"Pink Floyd",20,"leave"
"Pink Floyd",20,"kids"
"Pink Floyd",20,"brick"
"Pink Floyd",20,"wall"
"Pink Floyd",20,"brick"
"Pink Floyd",20,"wall"
"Pink Floyd",21,"education"
"Pink Floyd",21,"control"
"Pink Floyd",21,"dark"
"Pink Floyd",21,"sarcasm"
"Pink Floyd",21,"classroom"
"Pink Floyd",21,"teachers"
"Pink Floyd",21,"leave"
"Pink Floyd",21,"kids"
"Pink Floyd",21,"hey"
"Pink Floyd",21,"teacher"
"Pink Floyd",21,"leave"
"Pink Floyd",21,"kids"
"Pink Floyd",21,"brick"
"Pink Floyd",21,"wall"
"Pink Floyd",21,"brick"
"Pink Floyd",21,"wall"
"Pink Floyd",22,"spoken"
"Pink Floyd",22,"wrong"
"Pink Floyd",22,"wrong"
"Pink Floyd",22,"eat"
"Pink Floyd",22,"yer"
"Pink Floyd",22,"meat"
"Pink Floyd",22,"pudding"
"Pink Floyd",22,"pudding"
"Pink Floyd",22,"eat"
"Pink Floyd",22,"yer"
"Pink Floyd",22,"meat"
"Pink Floyd",22,"bikesheds"
"Pink Floyd",22,"stand"
"Pink Floyd",22,"laddie"
"Pink Floyd",23,"sound"
"Pink Floyd",23,"tv's"
"Pink Floyd",23,"coming"
"Pink Floyd",23,"channels"
"Pink Floyd",23,"bulls"
"Pink Floyd",23,"pink"
"Pink Floyd",23,"aaaaaaaaaaaaaaaaaaaaaaaarrrrrgh"
"Pink Floyd",23,"roman"
"Pink Floyd",23,"meal"
"Pink Floyd",23,"bakery"
"Pink Floyd",24,"arms"
"Pink Floyd",24,"dont"
"Pink Floyd",24,"drugs"
"Pink Floyd",24,"calm"
"Pink Floyd",24,"writing"
"Pink Floyd",24,"wall"
"Pink Floyd",24,"bricks"
"Pink Floyd",24,"wall"
"Pink Floyd",24,"bricks"
"Pink Floyd",24,"wall"
"Pink Floyd",25,"flip"
"Pink Floyd",25,"top"
"Pink Floyd",25,"pack"
"Pink Floyd",25,"cigarettes"
"Pink Floyd",25,"pocket"
"Pink Floyd",25,"feeling"
"Pink Floyd",25,"top"
"Pink Floyd",25,"shopping"
"Pink Floyd",25,"sharp"
"Pink Floyd",25,"shoes"
"Pink Floyd",25,"walking"
"Pink Floyd",25,"sunshine"
"Pink Floyd",25,"town"
"Pink Floyd",25,"feeling"
"Pink Floyd",25,"cool"
"Pink Floyd",25,"butchers"
"Pink Floyd",25,"bakers"
"Pink Floyd",25,"supermarket"
"Pink Floyd",25,"stores"
"Pink Floyd",25,"supermarket"
"Pink Floyd",25,"stores"
"Pink Floyd",25,"apples"
"Pink Floyd",25,"oranges"
"Pink Floyd",25,"apples"
"Pink Floyd",25,"oranges"
"Pink Floyd",26,"cornering"
"Pink Floyd",26,"neatly"
"Pink Floyd",26,"trips"
"Pink Floyd",26,"sweetly"
"Pink Floyd",26,"meet"
"Pink Floyd",26,"people"
"Pink Floyd",26,"time"
"Pink Floyd",26,"catch"
"Pink Floyd",26,"eye"
"Pink Floyd",26,"stop"
"Pink Floyd",26,"funny"
"Pink Floyd",26,"feeling"
"Pink Floyd",26,"pink"
"Pink Floyd",26,"apples"
"Pink Floyd",26,"oranges"
"Pink Floyd",26,"apples"
"Pink Floyd",26,"oranges"
"Pink Floyd",27,"love"
"Pink Floyd",27,"loves"
"Pink Floyd",28,"lorry"
"Pink Floyd",28,"driver"
"Pink Floyd",28,"run"
"Pink Floyd",28,"river"
"Pink Floyd",28,"feeding"
"Pink Floyd",28,"ducks"
"Pink Floyd",28,"afternoon"
"Pink Floyd",28,"tide"
"Pink Floyd",28,"quack"
"Pink Floyd",28,"quack"
"Pink Floyd",28,"apples"
"Pink Floyd",28,"oranges"
"Pink Floyd",28,"apples"
"Pink Floyd",28,"oranges"
"Pink Floyd",28,"apples"
"Pink Floyd",28,"oranges"
"Pink Floyd",29,"feeling"
"Pink Floyd",29,"top"
"Pink Floyd",29,"shopping"
"Pink Floyd",29,"sharp"
"Pink Floyd",29,"shoes"
"Pink Floyd",29,"walking"
"Pink Floyd",29,"sunshine"
"Pink Floyd",29,"town"
"Pink Floyd",29,"feeling"
"Pink Floyd",29,"cool"
"Pink Floyd",29,"butchers"
"Pink Floyd",29,"bakers"
"Pink Floyd",29,"supermarket"
"Pink Floyd",29,"stores"
"Pink Floyd",29,"supermarket"
"Pink Floyd",29,"stores"
"Pink Floyd",29,"apples"
"Pink Floyd",29,"oranges"
"Pink Floyd",29,"apples"
"Pink Floyd",29,"oranges"
"Pink Floyd",30,"cornering"
"Pink Floyd",30,"neatly"
"Pink Floyd",30,"trips"
"Pink Floyd",30,"sweetly"
"Pink Floyd",30,"meet"
"Pink Floyd",30,"people"
"Pink Floyd",30,"time"
"Pink Floyd",30,"catch"
"Pink Floyd",30,"eye"
"Pink Floyd",30,"stop"
"Pink Floyd",30,"funny"
"Pink Floyd",30,"feeling"
"Pink Floyd",30,"pink"
"Pink Floyd",30,"apples"
"Pink Floyd",30,"oranges"
"Pink Floyd",30,"apples"
"Pink Floyd",30,"oranges"
"Pink Floyd",31,"love"
"Pink Floyd",31,"loves"
"Pink Floyd",32,"lorry"
"Pink Floyd",32,"driver"
"Pink Floyd",32,"run"
"Pink Floyd",32,"river"
"Pink Floyd",32,"feeding"
"Pink Floyd",32,"ducks"
"Pink Floyd",32,"afternoon"
"Pink Floyd",32,"tide"
"Pink Floyd",32,"quack"
"Pink Floyd",32,"quack"
"Pink Floyd",32,"apples"
"Pink Floyd",32,"oranges"
"Pink Floyd",32,"apples"
"Pink Floyd",32,"oranges"
"Pink Floyd",32,"apples"
"Pink Floyd",32,"oranges"
"Pink Floyd",33,"arnold"
"Pink Floyd",33,"layne"
"Pink Floyd",33,"strange"
"Pink Floyd",33,"hobby"
"Pink Floyd",33,"collecting"
"Pink Floyd",33,"clothes"
"Pink Floyd",33,"moonshine"
"Pink Floyd",33,"washing"
"Pink Floyd",33,"line"
"Pink Floyd",33,"suit"
"Pink Floyd",33,"fine"
"Pink Floyd",33,"wall"
"Pink Floyd",33,"hung"
"Pink Floyd",33,"tall"
"Pink Floyd",33,"mirror"
"Pink Floyd",33,"distorted"
"Pink Floyd",33,"view"
"Pink Floyd",33,"baby"
"Pink Floyd",33,"blue"
"Pink Floyd",33,"arnold"
"Pink Floyd",33,"layne"
"Pink Floyd",33,"takes"
"Pink Floyd",33,"arnold"
"Pink Floyd",33,"layne"
"Pink Floyd",33,"arnold"
"Pink Floyd",33,"layne"
"Pink Floyd",33,"arnold"
"Pink Floyd",33,"layne"
"Pink Floyd",33,"arnold"
"Pink Floyd",33,"layne"
"Pink Floyd",34,"caught"
"Pink Floyd",34,"nasty"
"Pink Floyd",34,"sort"
"Pink Floyd",34,"person"
"Pink Floyd",34,"time"
"Pink Floyd",34,"doors"
"Pink Floyd",34,"bang"
"Pink Floyd",34,"chain"
"Pink Floyd",34,"gang"
"Pink Floyd",34,"hates"
"Pink Floyd",34,"arnold"
"Pink Floyd",34,"layne"
"Pink Floyd",34,"takes"
"Pink Floyd",34,"arnold"
"Pink Floyd",34,"layne"
"Pink Floyd",34,"arnold"
"Pink Floyd",34,"layne"
"Pink Floyd",34,"arnold"
"Pink Floyd",34,"layne"
"Pink Floyd",34,"arnold"
"Pink Floyd",34,"layne"
"Pink Floyd",36,"arnold"
"Pink Floyd",36,"layne"
"Pink Floyd",36,"strange"
"Pink Floyd",36,"hobby"
"Pink Floyd",36,"collecting"
"Pink Floyd",36,"clothes"
"Pink Floyd",36,"moonshine"
"Pink Floyd",36,"washing"
"Pink Floyd",36,"line"
"Pink Floyd",36,"suit"
"Pink Floyd",36,"fine"
"Pink Floyd",36,"wall"
"Pink Floyd",36,"hung"
"Pink Floyd",36,"tall"
"Pink Floyd",36,"mirror"
"Pink Floyd",36,"distorted"
"Pink Floyd",36,"view"
"Pink Floyd",36,"baby"
"Pink Floyd",36,"blue"
"Pink Floyd",36,"arnold"
"Pink Floyd",36,"layne"
"Pink Floyd",36,"takes"
"Pink Floyd",36,"arnold"
"Pink Floyd",36,"layne"
"Pink Floyd",36,"arnold"
"Pink Floyd",36,"layne"
"Pink Floyd",36,"arnold"
"Pink Floyd",36,"layne"
"Pink Floyd",36,"arnold"
"Pink Floyd",36,"layne"
"Pink Floyd",37,"caught"
"Pink Floyd",37,"nasty"
"Pink Floyd",37,"sort"
"Pink Floyd",37,"person"
"Pink Floyd",37,"time"
"Pink Floyd",37,"doors"
"Pink Floyd",37,"bang"
"Pink Floyd",37,"chain"
"Pink Floyd",37,"gang"
"Pink Floyd",37,"hates"
"Pink Floyd",37,"arnold"
"Pink Floyd",37,"layne"
"Pink Floyd",37,"takes"
"Pink Floyd",37,"arnold"
"Pink Floyd",37,"layne"
"Pink Floyd",37,"arnold"
"Pink Floyd",37,"layne"
"Pink Floyd",37,"arnold"
"Pink Floyd",37,"layne"
"Pink Floyd",37,"arnold"
"Pink Floyd",37,"layne"
"Pink Floyd",39,"lime"
"Pink Floyd",39,"limpid"
"Pink Floyd",39,"green"
"Pink Floyd",39,"scene"
"Pink Floyd",39,"fight"
"Pink Floyd",39,"blue"
"Pink Floyd",39,"floating"
"Pink Floyd",39,"sound"
"Pink Floyd",39,"resounds"
"Pink Floyd",39,"icy"
"Pink Floyd",39,"waters"
"Pink Floyd",39,"underground"
"Pink Floyd",39,"jupiter"
"Pink Floyd",39,"saturn"
"Pink Floyd",39,"oberon"
"Pink Floyd",39,"miranda"
"Pink Floyd",39,"titania"
"Pink Floyd",39,"neptune"
"Pink Floyd",39,"titan"
"Pink Floyd",39,"stars"
"Pink Floyd",39,"frighten"
"Pink Floyd",39,"blinding"
"Pink Floyd",39,"signs"
"Pink Floyd",39,"flat"
"Pink Floyd",39,"flicka"
"Pink Floyd",39,"flicka"
"Pink Floyd",39,"flicka"
"Pink Floyd",39,"blam"
"Pink Floyd",39,"pow"
"Pink Floyd",39,"stairway"
"Pink Floyd",39,"scare"
"Pink Floyd",39,"dan"
"Pink Floyd",39,"dare"
"Pink Floyd",39,"lime"
"Pink Floyd",39,"limpid"
"Pink Floyd",39,"green"
"Pink Floyd",39,"sound"
"Pink Floyd",39,"surrounds"
"Pink Floyd",39,"icy"
"Pink Floyd",39,"waters"
"Pink Floyd",39,"underground"
"Pink Floyd",39,"lime"
"Pink Floyd",39,"limpid"
"Pink Floyd",39,"green"
"Pink Floyd",39,"sound"
"Pink Floyd",39,"surrounds"
"Pink Floyd",39,"icy"
"Pink Floyd",39,"waters"
"Pink Floyd",39,"underground"
"Pink Floyd",40,"lime"
"Pink Floyd",40,"limpid"
"Pink Floyd",40,"green"
"Pink Floyd",40,"scene"
"Pink Floyd",40,"fight"
"Pink Floyd",40,"blue"
"Pink Floyd",40,"floating"
"Pink Floyd",40,"sound"
"Pink Floyd",40,"resounds"
"Pink Floyd",40,"icy"
"Pink Floyd",40,"waters"
"Pink Floyd",40,"underground"
"Pink Floyd",40,"jupiter"
"Pink Floyd",40,"saturn"
"Pink Floyd",40,"oberon"
"Pink Floyd",40,"miranda"
"Pink Floyd",40,"titania"
"Pink Floyd",40,"neptune"
"Pink Floyd",40,"titan"
"Pink Floyd",40,"stars"
"Pink Floyd",40,"frighten"
"Pink Floyd",40,"lime"
"Pink Floyd",40,"limpid"
"Pink Floyd",40,"green"
"Pink Floyd",40,"scene"
"Pink Floyd",40,"fight"
"Pink Floyd",40,"blue"
"Pink Floyd",40,"floating"
"Pink Floyd",40,"sound"
"Pink Floyd",40,"resounds"
"Pink Floyd",40,"icy"
"Pink Floyd",40,"waters"
"Pink Floyd",40,"underground"
"Pink Floyd",40,"jupiter"
"Pink Floyd",40,"saturn"
"Pink Floyd",40,"oberon"
"Pink Floyd",40,"miranda"
"Pink Floyd",40,"titania"
"Pink Floyd",40,"neptune"
"Pink Floyd",40,"titan"
"Pink Floyd",40,"stars"
"Pink Floyd",40,"frighten"
"Pink Floyd",40,"blinding"
"Pink Floyd",40,"signs"
"Pink Floyd",40,"flap"
"Pink Floyd",40,"flicker"
"Pink Floyd",40,"flicker"
"Pink Floyd",40,"flicker"
"Pink Floyd",40,"blam"
"Pink Floyd",40,"pow"
"Pink Floyd",40,"pow"
"Pink Floyd",40,"stairway"
"Pink Floyd",40,"scare"
"Pink Floyd",40,"dan"
"Pink Floyd",40,"dare"
"Pink Floyd",40,"lime"
"Pink Floyd",40,"limpid"
"Pink Floyd",40,"green"
"Pink Floyd",40,"sounds"
"Pink Floyd",40,"icy"
"Pink Floyd",40,"waters"
"Pink Floyd",40,"lime"
"Pink Floyd",40,"limpid"
"Pink Floyd",40,"green"
"Pink Floyd",40,"sounds"
"Pink Floyd",40,"icy"
"Pink Floyd",40,"waters"
"Pink Floyd",40,"underground"
"Pink Floyd",41,"sad"
"Pink Floyd",41,"town"
"Pink Floyd",41,"cold"
"Pink Floyd",41,"iron"
"Pink Floyd",41,"hands"
"Pink Floyd",41,"clap"
"Pink Floyd",41,"party"
"Pink Floyd",41,"clowns"
"Pink Floyd",41,"rain"
"Pink Floyd",41,"falls"
"Pink Floyd",41,"gray"
"Pink Floyd",41,"baby"
"Pink Floyd",41,"lemonade"
"Pink Floyd",42,"evening"
"Pink Floyd",42,"sun"
"Pink Floyd",42,"earth"
"Pink Floyd",42,"streams"
"Pink Floyd",42,"morning"
"Pink Floyd",42,"send"
"Pink Floyd",42,"cage"
"Pink Floyd",42,"post"
"Pink Floyd",42,"ghost"
"Pink Floyd",42,"baby"
"Pink Floyd",42,"lemonade"
"Pink Floyd",43,"screaming"
"Pink Floyd",43,"met"
"Pink Floyd",43,"nice"
"Pink Floyd",43,"ice"
"Pink Floyd",43,"clock"
"Pink Floyd",43,"washing"
"Pink Floyd",43,"machine"
"Pink Floyd",43,"baby"
"Pink Floyd",43,"lemonade"
"Pink Floyd",44,"sad"
"Pink Floyd",44,"town"
"Pink Floyd",44,"cold"
"Pink Floyd",44,"iron"
"Pink Floyd",44,"hands"
"Pink Floyd",44,"clap"
"Pink Floyd",44,"party"
"Pink Floyd",44,"clowns"
"Pink Floyd",44,"rain"
"Pink Floyd",44,"falls"
"Pink Floyd",44,"gray"
"Pink Floyd",44,"baby"
"Pink Floyd",44,"lemonade"
"Pink Floyd",45,"evening"
"Pink Floyd",45,"sun"
"Pink Floyd",45,"earth"
"Pink Floyd",45,"streams"
"Pink Floyd",45,"morning"
"Pink Floyd",45,"send"
"Pink Floyd",45,"cage"
"Pink Floyd",45,"post"
"Pink Floyd",45,"ghost"
"Pink Floyd",45,"baby"
"Pink Floyd",45,"lemonade"
"Pink Floyd",46,"wasting"
"Pink Floyd",46,"time"
"Pink Floyd",46,"resting"
"Pink Floyd",46,"mind"
"Pink Floyd",46,"pine"
"Pink Floyd",46,"sad"
"Pink Floyd",46,"days"
"Pink Floyd",46,"bad"
"Pink Floyd",46,"days"
"Pink Floyd",46,"workin"
"Pink Floyd",46,"mind"
"Pink Floyd",46,"spend"
"Pink Floyd",46,"time"
"Pink Floyd",46,"fire"
"Pink Floyd",46,"warm"
"Pink Floyd",46,"light"
"Pink Floyd",46,"love"
"Pink Floyd",46,"eyes"
"Pink Floyd",46,"mind"
"Pink Floyd",46,"spend"
"Pink Floyd",46,"time"
"Pink Floyd",46,"fire"
"Pink Floyd",46,"warm"
"Pink Floyd",46,"light"
"Pink Floyd",46,"eyes"
"Pink Floyd",47,"bike"
"Pink Floyd",47,"ride"
"Pink Floyd",47,"basket"
"Pink Floyd",47,"bell"
"Pink Floyd",47,"rings"
"Pink Floyd",47,"borrowed"
"Pink Floyd",47,"girl"
"Pink Floyd",47,"fits"
"Pink Floyd",47,"world"
"Pink Floyd",47,"ev'rything"
"Pink Floyd",47,"cloak"
"Pink Floyd",47,"bit"
"Pink Floyd",47,"joke"
"Pink Floyd",47,"tear"
"Pink Floyd",47,"front"
"Pink Floyd",47,"red"
"Pink Floyd",47,"black"
"Pink Floyd",47,"months"
"Pink Floyd",47,"guess"
"Pink Floyd",47,"girl"
"Pink Floyd",47,"fits"
"Pink Floyd",47,"world"
"Pink Floyd",47,"ev'rything"
"Pink Floyd",47,"mouse"
"Pink Floyd",47,"house"
"Pink Floyd",47,"call"
"Pink Floyd",47,"gerald"
"Pink Floyd",47,"mouse"
"Pink Floyd",47,"girl"
"Pink Floyd",47,"fits"
"Pink Floyd",47,"world"
"Pink Floyd",47,"ev'rything"
"Pink Floyd",47,"clan"
"Pink Floyd",47,"gingerbread"
"Pink Floyd",47,"lots"
"Pink Floyd",47,"gingerbread"
"Pink Floyd",47,"couple"
"Pink Floyd",47,"dish"
"Pink Floyd",47,"girl"
"Pink Floyd",47,"fits"
"Pink Floyd",47,"world"
"Pink Floyd",47,"ev'rything"
"Pink Floyd",47,"musical"
"Pink Floyd",47,"tunes"
"Pink Floyd",47,"rhyme"
"Pink Floyd",47,"ching"
"Pink Floyd",47,"clockwork"
"Pink Floyd",48,"lunatic"
"Pink Floyd",48,"grass"
"Pink Floyd",48,"lunatic"
"Pink Floyd",48,"grass"
"Pink Floyd",48,"remembering"
"Pink Floyd",48,"games"
"Pink Floyd",48,"daisy"
"Pink Floyd",48,"chains"
"Pink Floyd",48,"laughs"
"Pink Floyd",48,"loonies"
"Pink Floyd",48,"path"
"Pink Floyd",48,"lunatic"
"Pink Floyd",48,"hall"
"Pink Floyd",48,"lunatics"
"Pink Floyd",48,"hall"
"Pink Floyd",48,"paper"
"Pink Floyd",48,"holds"
"Pink Floyd",48,"folded"
"Pink Floyd",48,"floor"
"Pink Floyd",48,"day"
"Pink Floyd",48,"paper"
"Pink Floyd",48,"boy"
"Pink Floyd",48,"brings"
"Pink Floyd",48,"dam"
"Pink Floyd",48,"breaks"
"Pink Floyd",48,"hill"
"Pink Floyd",48,"head"
"Pink Floyd",48,"explodes"
"Pink Floyd",48,"dark"
"Pink Floyd",48,"forbodings"
"Pink Floyd",48,"dark"
"Pink Floyd",48,"moon"
"Pink Floyd",48,"lunatic"
"Pink Floyd",48,"head"
"Pink Floyd",48,"lunatic"
"Pink Floyd",48,"head"
"Pink Floyd",48,"raise"
"Pink Floyd",48,"blade"
"Pink Floyd",48,"change"
"Pink Floyd",48,"arrange"
"Pink Floyd",48,"till"
"Pink Floyd",48,"sane"
"Pink Floyd",48,"lock"
"Pink Floyd",48,"door"
"Pink Floyd",48,"throw"
"Pink Floyd",48,"key"
"Pink Floyd",48,"head"
"Pink Floyd",48,"cloud"
"Pink Floyd",48,"bursts"
"Pink Floyd",48,"thunder"
"Pink Floyd",48,"ear"
"Pink Floyd",48,"shout"
"Pink Floyd",48,"hear"
"Pink Floyd",48,"band"
"Pink Floyd",48,"starts"
"Pink Floyd",48,"playing"
"Pink Floyd",48,"tunes"
"Pink Floyd",48,"dark"
"Pink Floyd",48,"moon"
"Pink Floyd",49,"marvellous"
"Pink Floyd",49,"hahaha"
"Pink Floyd",50,"home"
"Pink Floyd",50,"home"
"Pink Floyd",50,"cold"
"Pink Floyd",50,"tired"
"Pink Floyd",50,"warm"
"Pink Floyd",50,"bones"
"Pink Floyd",50,"fire"
"Pink Floyd",50,"field"
"Pink Floyd",50,"tolling"
"Pink Floyd",50,"iron"
"Pink Floyd",50,"bell"
"Pink Floyd",50,"calls"
"Pink Floyd",50,"faithful"
"Pink Floyd",50,"knees"
"Pink Floyd",50,"hear"
"Pink Floyd",50,"softly"
"Pink Floyd",50,"spoken"
"Pink Floyd",50,"magic"
"Pink Floyd",50,"spells"
"Pink Floyd",51,"breathe"
"Pink Floyd",51,"breathe"
"Pink Floyd",51,"air"
"Pink Floyd",51,"afraid"
"Pink Floyd",51,"care"
